Age (Ma),Sea level (m),lower unc (m),upper unc (m)
age,sea_level,l_unc,u_unc
3.307,-41,-75,-7
3.308,-34,-69,1
3.309,-28,-64,4
3.310,-22,-59,7
3.311,-16,-56,10
3.312,-13,-56,13
3.313,-5,-51,16
3.314,0,-50,19
3.315,3,-46,21
3.316,5,-41,22
3.317,7,-35,23
3.318,9,-29,23
3.319,11,-22,24
3.320,11,-19,24
3.321,10,-17,22
3.322,9,-16,21
3.323,8,-16,19
3.324,6,-16,17
3.325,5,-16,16
3.326,4,-20,15
3.327,3,-23,14
3.328,1,-27,14
3.329,0,-31,13
3.330,-2,-33,12
3.331,-4,-36,11
3.332,-5,-38,11
3.333,-10,-42,10
3.334,-13,-46,9
3.335,-14,-47,8
3.336,-12,-47,10
3.337,-13,-50,10
3.338,-13,-52,11
3.339,-13,-53,12
3.340,-17,-59,11
3.341,-16,-57,11
3.342,-17,-57,10
3.343,-19,-58,9
3.344,-20,-58,8
3.345,-21,-58,8
3.346,-17,-53,9
3.347,-13,-49,10
3.348,-11,-46,10
3.349,-7,-41,11
3.350,-3,-36,12
3.351,0,-35,14
3.352,-5,-42,13
3.353,-1,-41,15
3.354,1,-40,17
3.355,3,-39,19
3.356,0,-42,17
3.357,0,-41,16
3.358,-4,-43,14
3.359,-7,-44,13
3.360,-10,-45,11
3.361,-8,-46,13
3.362,-2,-43,16
3.363,1,-42,18
3.364,3,-40,20
3.365,3,-44,21
3.366,5,-37,21
3.367,6,-32,21
3.368,6,-30,20
3.369,6,-27,20
3.370,7,-23,19
3.371,3,-32,17
3.372,1,-37,16
3.373,-7,-47,14
3.374,-14,-54,11
3.375,-21,-60,9
3.376,-24,-62,7
3.377,-26,-63,6
3.378,-30,-65,3
3.379,-35,-69,1
3.380,-41,-74,-7
3.381,-38,-70,-4
3.382,-37,-68,-4
3.383,-39,-68,-8
3.384,-37,-65,-6
3.385,-36,-63,-7
3.386,-31,-60,-1
3.387,-29,-59,1
3.388,-28,-58,2
3.389,-23,-55,4
3.390,-19,-53,6
3.391,-14,-48,8
3.392,-9,-42,10
3.393,-3,-37,12
3.394,-2,-35,13
3.395,3,-25,15
3.396,4,-25,16
3.397,4,-26,16
3.398,4,-26,17
3.399,4,-28,18
3.400,4,-30,18
3.401,4,-29,18
3.402,5,-26,18
3.403,6,-23,18
3.404,6,-22,18
3.405,6,-22,18
3.406,5,-24,17
3.407,5,-23,17
3.408,6,-22,18
3.409,6,-21,18
3.410,7,-19,18
3.411,8,-17,19
3.412,9,-16,20
3.413,10,-13,21
3.414,11,-11,22
3.415,13,-7,24
3.416,10,-16,21
3.417,8,-20,20
3.418,5,-27,18
3.419,4,-29,17
3.420,2,-32,16
3.421,1,-35,15
3.422,1,-32,15
3.423,2,-30,15
3.424,1,-30,15
3.425,1,-31,14
3.426,2,-27,15
3.427,4,-22,16
3.428,7,-16,18
3.429,8,-12,19
3.430,10,-8,20
3.431,13,-3,22
3.432,13,-3,23
3.433,15,0,24
3.434,16,1,26
3.435,19,4,29
3.436,18,5,28
3.437,18,6,27
3.438,19,8,26
3.439,18,9,26
3.440,18,9,25
3.441,18,8,26
3.442,17,6,25
3.443,17,3,26
3.444,16,1,26
3.445,14,-10,25
3.446,13,-9,24
3.447,12,-9,22
3.448,10,-10,20
3.449,9,-10,19
3.450,9,-9,18
3.451,8,-11,18
3.452,8,-14,19
3.453,8,-16,19
3.454,8,-19,20
3.455,7,-22,20
3.456,4,-30,18
3.457,0,-38,15
3.458,-8,-46,13
3.459,-17,-55,9
3.460,-23,-60,7
3.461,-18,-54,8
3.462,-14,-48,9
3.463,-9,-42,10
3.464,-4,-36,11
3.465,1,-29,13
3.466,3,-24,15
3.467,8,-13,18
3.468,8,-14,18
3.469,9,-11,20
3.470,12,-6,21
3.471,13,-2,22
3.472,14,1,22
3.473,15,3,23
3.474,16,5,24
3.475,17,6,24
3.476,18,7,25
3.477,19,8,27
3.478,21,9,29
3.479,24,13,32
3.480,25,13,34
3.481,23,11,32
3.482,21,10,30
3.483,19,8,27
3.484,17,6,25
3.485,15,4,23
3.486,14,2,22
3.487,13,-3,22
3.488,11,-9,22
3.489,10,-16,21
3.490,8,-22,21
3.491,9,-21,22
3.492,10,-17,22
3.493,12,-13,23
3.494,14,-10,24
3.495,15,-6,25
3.496,14,-6,25
3.497,14,-6,24
3.498,14,-6,24
3.499,13,-5,23
3.500,14,-1,24
3.501,10,-15,22
3.502,8,-22,21
3.503,6,-29,20
3.504,3,-37,19
3.505,1,-45,18
3.506,2,-40,18
3.507,3,-34,18
3.508,5,-28,18
3.509,7,-22,19
3.510,8,-17,19
3.511,9,-14,20
3.512,12,-7,22
3.513,12,-5,22
3.514,13,-4,22
3.515,13,-3,22
3.516,12,-4,22
3.517,12,-4,21
3.518,12,-4,21
3.519,10,-9,20
3.520,9,-11,19
3.521,6,-19,18
3.522,4,-26,17
3.523,2,-34,16
3.524,-2,-43,15
3.525,-10,-53,14
3.526,-8,-52,15
3.527,-6,-51,16
3.528,-5,-52,16
3.529,-7,-54,16
3.530,-2,-52,18
3.531,1,-43,18
3.532,3,-36,19
3.533,6,-27,19
3.534,8,-19,20
3.535,10,-12,20
3.536,11,-9,21
3.537,14,-1,23
3.538,15,0,24
3.539,16,2,26
3.540,18,4,27
3.541,16,2,26
3.542,15,1,24
3.543,14,0,22
3.544,11,-5,21
3.545,9,-10,18
3.546,8,-13,19
3.547,7,-17,18
3.548,6,-22,18
3.549,5,-26,18
3.550,4,-31,18
3.551,2,-34,17
3.552,1,-35,16
3.553,-1,-38,14
3.554,-4,-40,13
3.555,-5,-41,12
3.556,-5,-40,12
3.557,-2,-36,13
3.558,-3,-37,13
3.559,2,-28,15
3.560,3,-26,15
3.561,4,-23,16
3.562,4,-22,16
3.563,6,-18,17
3.564,7,-16,17
3.565,7,-14,18
3.566,10,-7,20
3.567,12,-4,21
3.568,13,0,22
3.569,15,3,24
3.570,17,5,25
3.571,17,4,26
3.572,18,4,27
3.573,19,5,29
3.574,20,5,30
3.575,21,6,32
3.576,19,3,31
3.577,18,-1,29
3.578,16,-9,28
3.579,14,-18,27
3.580,11,-26,25
3.581,9,-28,23
3.582,7,-30,21
3.583,4,-34,19
3.584,1,-39,16
3.585,-6,-43,13
3.586,-3,-40,14
3.587,-4,-42,14
3.588,-5,-44,14
3.589,-6,-46,14
3.590,-6,-46,14
3.591,-4,-46,15
3.592,-4,-48,16
3.593,0,-46,17
3.594,1,-48,18
3.595,1,-49,19
3.596,4,-37,20
3.597,6,-28,20
3.598,8,-20,20
3.599,10,-13,20
3.600,12,-4,21
3.601,10,-8,20
3.602,10,-11,20
3.603,9,-13,20
3.604,8,-18,20
3.605,7,-20,20
3.606,8,-20,20
3.607,9,-19,21
3.608,10,-18,22
3.609,11,-18,23
3.610,12,-18,24
3.611,10,-22,23
3.612,8,-26,21
3.613,5,-31,20
3.614,5,-30,19
3.615,2,-38,17
3.616,2,-37,17
3.617,-15,-53,10
3.618,-24,-61,7
3.619,-33,-68,2
3.620,-43,-76,-8
3.621,-40,-75,-2
3.622,-38,-74,1
3.623,-37,-75,1
3.624,-38,-77,2
3.625,-37,-78,3
3.626,-46,-85,-4
3.627,-53,-90,-12
3.628,-58,-95,-19
3.629,-65,-100,-26
3.630,-71,-106,-34
3.631,-64,-98,-28
3.632,-57,-90,-23
3.633,-51,-82,-18
3.634,-44,-74,-11
3.635,-37,-66,-6
3.636,-26,-56,2
3.637,-20,-51,5
3.638,-13,-45,8
3.639,-4,-37,12
3.640,2,-28,14
3.641,6,-18,17
3.642,10,-9,19
3.643,12,-3,21
3.644,14,1,23
3.645,17,4,25
3.646,15,3,24
3.647,15,2,23
3.648,14,1,23
3.649,13,0,22
3.650,13,-1,21
3.651,10,-8,20
3.652,8,-14,19
3.653,7,-19,18
3.654,5,-23,17
3.655,4,-28,17
3.656,1,-34,15
3.657,-4,-41,14
3.658,-11,-48,11
3.659,-9,-47,12
3.660,-24,-61,7
3.661,-29,-67,5
3.662,-34,-73,4
3.663,-39,-79,2
3.664,-43,-84,1
3.665,-47,-89,-1
3.666,-48,-88,-5
3.667,-45,-83,-3
3.668,-48,-84,-10
3.669,-53,-87,-16
3.670,-47,-79,-13
3.671,-44,-75,-10
3.672,-39,-70,-5
3.673,-33,-64,0
3.674,-29,-59,1
3.675,-25,-55,3
3.676,-17,-48,6
3.677,-8,-40,10
3.678,1,-31,14
3.679,5,-22,17
3.680,9,-14,20
3.681,10,-9,20
3.682,9,-12,19
3.683,10,-9,20
3.684,11,-6,20
3.685,12,-2,21
3.686,14,1,22
3.687,15,2,24
3.688,16,3,25
3.689,17,5,26
3.690,19,6,28
3.691,18,4,27
3.692,17,4,26
3.693,16,2,25
3.694,15,2,24
3.695,14,0,23
3.696,14,1,23
3.697,14,0,23
3.698,14,0,23
3.699,14,-1,23
3.700,14,0,24
3.701,13,-4,23
3.702,13,-2,23
3.703,10,-11,21
3.704,8,-15,19
3.705,6,-20,18
3.706,4,-26,16
3.707,1,-33,15
3.708,-3,-39,14
3.709,-8,-45,12
3.710,-15,-52,9
3.711,-14,-53,10
3.712,-17,-57,10
3.713,-15,-57,12
3.714,-15,-58,12
3.715,-15,-60,13
3.716,-4,-50,16
3.717,2,-43,18
3.718,6,-33,21
3.719,10,-24,23
3.720,15,-10,27
3.721,14,-9,25
3.722,14,-4,25
3.723,15,0,24
3.724,15,2,24
3.725,15,3,23
3.726,15,2,24
3.727,14,-2,24
3.728,14,-9,25
3.729,13,-15,25
3.730,13,-22,26
3.731,13,-17,25
3.732,14,-9,25
3.733,13,-8,24
3.734,14,-4,24
3.735,14,-1,23
3.736,13,-2,23
3.737,14,-1,23
3.738,14,0,23
3.739,14,0,23
3.740,15,1,23
3.741,11,-9,22
3.742,9,-17,20
3.743,6,-25,19
3.744,4,-32,18
3.745,-1,-44,16
3.746,0,-43,16
3.747,-6,-49,15
3.748,-11,-55,14
3.749,-17,-60,12
3.750,-18,-62,12
3.751,-15,-58,12
3.752,-3,-47,16
3.753,-7,-49,14
3.754,-3,-44,15
3.755,0,-40,16
3.756,3,-32,17
3.757,7,-22,19
3.758,10,-12,21
3.759,13,-4,23
3.760,14,1,23
3.761,16,2,25
3.762,17,3,26
3.763,17,3,26
3.764,18,3,27
3.765,18,3,28
3.766,17,2,27
3.767,16,1,26
3.768,15,-1,25
3.769,14,-3,24
3.770,12,-9,23
3.771,10,-17,22
3.772,9,-21,21
3.773,5,-32,20
3.774,3,-40,19
3.775,0,-48,18
3.776,2,-43,18
3.777,3,-37,19
3.778,5,-32,20
3.779,7,-26,20
3.780,9,-21,21
3.781,10,-19,22
3.782,11,-16,23
3.783,12,-14,24
3.784,13,-13,24
3.785,13,-13,24
3.786,12,-15,23
3.787,11,-16,23
3.788,10,-17,22
3.789,9,-18,21
3.790,8,-20,20
3.791,4,-33,19
3.792,1,-44,18
3.793,-6,-55,17
3.794,-14,-65,15
3.795,-23,-76,14
3.796,-15,-64,14
3.797,-7,-52,15
3.798,-5,-45,14
3.799,4,-26,17
3.800,8,-15,18
3.801,7,-17,18
3.802,6,-20,18
3.803,6,-22,18
3.804,5,-25,17
3.805,3,-29,16
3.806,5,-25,17
3.807,6,-21,18
3.808,7,-17,19
3.809,9,-12,19
3.810,11,-5,20
3.811,12,-5,21
3.812,13,-3,22
3.813,13,-2,22
3.814,15,1,24
3.815,16,2,25
3.816,15,0,25
3.817,13,-13,25
3.818,11,-21,25
3.819,9,-32,24
3.820,7,-42,24
3.821,4,-46,22
3.822,1,-47,19
3.823,-1,-48,17
3.824,-6,-49,15
3.825,-12,-51,12
3.826,-13,-56,13
3.827,-11,-58,15
3.828,-10,-60,16
3.829,-8,-62,18
3.830,-7,-66,19
3.831,0,-53,19
3.832,4,-40,20
3.833,6,-31,20
3.834,11,-14,22
3.835,14,-2,23
3.836,15,0,24
3.837,15,1,25
3.838,17,3,26
3.839,18,4,28
3.840,19,6,29
3.841,19,4,29
3.842,18,3,28
3.843,18,2,28
3.844,17,1,28
3.845,17,0,28
3.846,16,-3,27
3.847,15,-9,26
3.848,14,-13,26
3.849,12,-18,25
3.850,11,-21,24
3.851,12,-19,24
3.852,13,-15,25
3.853,13,-15,25
3.854,13,-14,24
3.855,13,-13,24
3.856,14,-9,25
3.857,14,-6,25
3.858,15,-2,25
3.859,16,2,26
3.860,18,5,27
3.861,14,-4,24
3.862,11,-16,22
3.863,7,-26,21
3.864,3,-38,19
3.865,-2,-48,17
3.866,-7,-54,15
3.867,-14,-60,14
3.868,-15,-60,13
3.869,-23,-70,11
3.870,-28,-75,9
3.871,-23,-69,10
3.872,-19,-64,11
3.873,-16,-59,12
3.874,-13,-54,12
3.875,-10,-50,13
3.876,-3,-42,15
3.877,2,-34,17
3.878,6,-23,18
3.879,8,-18,20
3.880,11,-9,22
3.881,13,-6,23
3.882,14,-3,24
3.883,16,0,26
3.884,17,1,27
3.885,17,2,28
3.886,17,1,28
3.887,18,1,28
3.888,18,1,28
3.889,18,2,28
3.890,18,2,29
3.891,17,0,28
3.892,17,-1,28
3.893,15,-8,27
3.894,14,-15,26
3.895,13,-19,26
3.896,13,-15,25
3.897,11,-20,23
3.898,12,-13,24
3.899,12,-11,23
3.900,12,-10,22
3.901,12,-9,22
3.902,13,-6,23
3.903,14,-4,23
3.904,14,-1,24
3.905,16,1,25
3.906,15,1,24
3.907,15,1,24
3.908,15,1,24
3.909,14,0,23
3.910,14,1,23
3.911,11,-9,21
3.912,8,-16,19
3.913,5,-25,17
3.914,-1,-38,14
3.915,-9,-46,12
3.916,-6,-42,12
3.917,-6,-42,13
3.918,-10,-47,11
3.919,-6,-43,13
3.920,-5,-42,13
3.921,1,-34,16
3.922,5,-26,18
3.923,8,-19,20
3.924,12,-10,22
3.925,14,-3,24
3.926,15,-1,25
3.927,14,-2,24
3.928,14,-6,24
3.929,14,-3,24
3.930,15,-1,24
3.931,17,3,26
3.932,15,1,25
3.933,16,2,25
3.934,16,2,25
3.935,15,0,25
3.936,15,-3,25
3.937,15,-6,25
3.938,14,-9,26
3.939,15,-11,26
3.940,15,-12,27
3.941,14,-17,26
3.942,12,-23,26
3.943,10,-28,25
3.944,9,-34,24
3.945,7,-39,24
3.946,6,-37,22
3.947,6,-34,21
3.948,5,-32,19
3.949,4,-30,18
3.950,6,-23,18
3.951,10,-13,20
3.952,8,-17,20
3.953,10,-14,21
3.954,12,-10,22
3.955,13,-6,23
3.956,14,-3,24
3.957,15,0,25
3.958,16,2,26
3.959,17,3,27
3.960,19,6,28
3.961,16,3,26
3.962,15,0,25
3.963,14,-4,23
3.964,12,-9,22
3.965,10,-14,21
3.966,10,-14,21
3.967,9,-14,20
3.968,9,-14,20
3.969,9,-14,20
3.970,9,-14,20
3.971,9,-15,20
3.972,9,-15,20
3.973,11,-9,21
3.974,11,-9,21
3.975,9,-16,20
3.976,8,-19,20
3.977,7,-21,20
3.978,7,-23,20
3.979,6,-26,19
3.980,5,-27,19
3.981,4,-30,18
3.982,11,-13,22
3.983,10,-17,21
3.984,10,-14,22
3.985,6,-27,19
3.986,4,-29,18
3.987,3,-30,17
3.988,1,-33,15
3.989,-1,-36,13
3.990,-7,-40,11
3.991,-12,-47,10
3.992,-16,-55,10
3.993,-21,-64,10
3.994,-25,-73,11
3.995,-29,-82,12
3.996,-28,-79,11
3.997,-27,-76,10
3.998,-24,-71,11
3.999,-23,-69,11
4.000,-24,-66,9
4.001,-18,-62,12
4.002,-23,-67,10
4.003,-10,-53,14
4.004,-9,-52,14
4.005,3,-35,18
4.006,2,-37,18
4.007,3,-36,18
4.008,4,-34,19
4.009,5,-32,19
4.010,5,-33,20
4.011,8,-24,21
4.012,9,-18,21
4.013,13,-8,23
4.014,14,-1,24
4.015,16,3,24
4.016,19,6,27
4.017,19,5,29
4.018,20,4,31
4.019,21,2,33
4.020,22,2,35
4.021,18,-12,32
4.022,14,-27,29
4.023,5,-50,24
4.024,-3,-65,21
4.025,-16,-77,18
4.026,-13,-70,17
4.027,-1,-56,19
4.028,1,-48,19
4.029,3,-40,20
4.030,6,-30,20
4.031,6,-31,20
4.032,6,-31,20
4.033,7,-29,21
4.034,7,-27,21
4.035,8,-26,21
4.036,7,-28,21
4.037,8,-24,21
4.038,5,-34,20
4.039,5,-33,20
4.040,3,-39,19
4.041,4,-39,20
4.042,4,-37,20
4.043,3,-40,20
4.044,2,-42,19
4.045,3,-43,19
4.046,0,-48,18
4.047,3,-40,20
4.048,4,-40,20
4.049,3,-41,19
4.050,2,-42,19
4.051,5,-33,20
4.052,1,-46,18
4.053,0,-46,17
4.054,-2,-49,17
4.055,-3,-50,16
4.056,-3,-48,16
4.057,-2,-48,16
4.058,-1,-46,17
4.059,-4,-48,16
4.060,1,-40,17
4.061,1,-43,17
4.062,2,-40,18
4.063,3,-38,19
4.064,4,-35,19
4.065,5,-33,20
4.066,6,-31,20
4.067,7,-28,21
4.068,8,-26,22
4.069,9,-23,22
4.070,10,-20,23
4.071,11,-18,23
4.072,10,-16,22
4.073,10,-16,22
4.074,12,-10,22
4.075,11,-12,21
4.076,13,-7,23
4.077,9,-21,21
4.078,9,-21,21
4.079,7,-29,21
4.080,7,-30,21
4.081,9,-27,23
4.082,10,-24,24
4.083,11,-20,24
4.084,11,-21,24
4.085,14,-12,26
4.086,12,-18,24
4.087,10,-22,23
4.088,9,-24,22
4.089,6,-30,20
4.090,5,-30,19
4.091,5,-31,20
4.092,7,-27,20
4.093,8,-24,21
4.094,10,-21,22
4.095,11,-17,23
4.096,13,-14,25
4.097,14,-12,26
4.098,15,-11,28
4.099,16,-10,29
4.100,17,-10,30
4.101,17,-8,29
4.102,16,-7,28
4.103,17,-1,29
4.104,17,0,28
4.105,16,-1,27
4.106,17,0,27
4.107,16,-3,27
4.108,17,0,27
4.109,16,-1,27
4.110,16,-1,26
4.111,15,-6,25
4.112,15,-6,25
4.113,16,0,26
4.114,17,3,26
4.115,18,5,27
4.116,18,4,27
4.117,19,7,28
4.118,19,6,28
4.119,19,6,28
4.120,16,3,26
4.121,16,1,25
4.122,15,-4,25
4.123,13,-10,24
4.124,11,-16,23
4.125,9,-21,22
4.126,14,-13,25
4.127,16,-8,28
4.128,18,-4,30
4.129,20,0,32
4.130,21,2,34
4.131,19,-3,32
4.132,18,-4,30
4.133,17,-3,29
4.134,16,-3,27
4.135,15,-6,26
4.136,15,-5,26
4.137,15,-4,26
4.138,16,0,26
4.139,16,0,27
4.140,17,2,27
4.141,16,0,27
4.142,16,-2,26
4.143,15,-7,25
4.144,15,-6,26
4.145,14,-9,25
4.146,12,-15,24
4.147,9,-20,22
4.148,7,-27,20
4.149,4,-33,19
4.150,2,-39,17
4.151,1,-40,17
4.152,1,-41,17
4.153,1,-42,17
4.154,0,-44,16
4.155,-1,-45,16
4.156,3,-37,19
4.157,5,-32,20
4.158,8,-25,21
4.159,9,-23,23
4.160,12,-14,23
4.161,13,-10,24
4.162,13,-10,24
4.163,13,-10,23
4.164,13,-9,23
4.165,13,-8,23
4.166,11,-17,23
4.167,11,-18,23
4.168,10,-21,23
4.169,10,-25,24
4.170,9,-29,24
4.171,10,-24,24
4.172,10,-22,24
4.173,13,-14,25
4.174,14,-9,25
4.175,16,0,26
4.176,15,-1,26
4.177,16,0,26
4.178,18,4,27
4.179,17,2,26
4.180,15,-1,25
4.181,15,-2,25
4.182,14,-4,24
4.183,14,-6,24
4.184,13,-8,23
4.185,13,-8,23
4.186,14,-4,23
4.187,15,-1,24
4.188,16,2,25
4.189,17,3,26
4.190,18,5,27
4.191,18,4,27
4.192,17,3,27
4.193,17,2,26
4.194,16,1,26
4.195,16,-1,26
4.196,16,-1,27
4.197,16,0,27
4.198,17,0,27
4.199,17,-1,28
4.200,13,-13,24
4.201,13,-13,25
4.202,13,-12,24
4.203,13,-11,24
4.204,13,-11,24
4.205,10,-18,22
4.206,12,-15,24
4.207,12,-16,24
4.208,10,-20,23
4.209,10,-19,23
4.210,9,-22,23
4.211,12,-14,24
4.212,14,-7,25
4.213,16,0,26
4.214,16,1,26
4.215,18,4,27
4.216,18,5,27
4.217,19,7,28
4.218,20,9,29
4.219,21,10,29
4.220,21,11,29
4.221,20,9,29
4.222,20,9,28
4.223,18,5,27
4.224,17,4,26
4.225,16,2,25
4.226,16,3,25
4.227,16,2,25
4.228,15,1,25
4.229,14,-3,23
4.230,14,-4,23
4.231,13,-7,23
4.232,12,-10,23
4.233,12,-12,23
4.234,11,-15,22
4.235,12,-12,23
4.236,13,-8,24
4.237,13,-8,23
4.238,15,-2,25
4.239,15,0,25
4.240,16,1,25
4.241,15,-3,25
4.242,14,-8,25
4.243,13,-12,25
4.244,13,-16,26
4.245,14,-16,26
4.246,11,-24,24
4.247,9,-28,23
4.248,6,-32,21
4.249,4,-35,20
4.250,2,-39,17
4.251,2,-43,19
4.252,3,-46,20
4.253,3,-50,21
4.254,4,-50,23
4.255,3,-60,24
4.256,3,-53,23
4.257,3,-47,21
4.258,7,-34,22
4.259,9,-24,22
4.260,12,-11,22
4.261,11,-17,23
4.262,11,-19,23
4.263,9,-23,22
4.264,8,-27,22
4.265,7,-31,22
4.266,9,-22,22
4.267,13,-9,24
4.268,16,0,26
4.269,18,6,27
4.270,20,9,29
4.271,20,6,29
4.272,18,2,29
4.273,17,-5,29
4.274,16,-15,30
4.275,15,-27,30
4.276,14,-25,28
4.277,13,-24,27
4.278,12,-23,25
4.279,12,-20,24
4.280,9,-21,21
4.281,9,-21,22
4.282,9,-21,22
4.283,10,-21,22
4.284,11,-18,24
4.285,12,-18,24
4.286,13,-13,25
4.287,13,-13,24
4.288,11,-18,24
4.289,11,-18,23
4.290,9,-19,21
4.291,12,-13,23
4.292,13,-9,24
4.293,14,-4,24
4.294,14,-5,24
4.295,16,3,24
4.296,13,-4,23
4.297,12,-8,22
4.298,10,-13,21
4.299,11,-11,22
4.300,8,-23,20
4.301,12,-8,23
4.302,11,-12,22
4.303,13,-8,24
4.304,14,-5,25
4.305,15,-2,26
4.306,16,-1,27
4.307,17,0,27
4.308,17,0,28
4.309,18,0,29
4.310,18,0,30
4.311,18,-2,29
4.312,17,-4,29
4.313,17,-5,29
4.314,16,-6,28
4.315,15,-12,27
4.316,17,0,28
4.317,18,1,29
4.318,19,3,30
4.319,20,5,31
4.320,22,9,32
4.321,22,9,32
4.322,23,10,33
4.323,23,10,33
4.324,22,9,32
4.325,22,9,32
4.326,22,8,32
4.327,21,7,31
4.328,21,6,31
4.329,20,5,30
4.330,19,4,30
4.331,20,5,30
4.332,20,5,31
4.333,19,4,30
4.334,21,7,31
4.335,21,7,31
4.336,21,7,31
4.337,21,7,31
4.338,22,10,31
4.339,19,7,29
4.340,20,9,29
4.341,20,7,28
4.342,19,7,28
4.343,19,7,28
4.344,21,11,29
4.345,19,7,28
4.346,20,8,29
4.347,21,9,30
4.348,22,9,31
4.349,22,10,32
4.350,23,10,33
4.351,21,9,31
4.352,20,7,29
4.353,18,5,27
4.354,17,4,25
4.355,15,2,24
4.356,11,-10,21
4.357,12,-6,21
4.358,9,-13,20
4.359,7,-19,18
4.360,6,-17,17
4.361,7,-17,18
4.362,6,-19,18
4.363,6,-19,18
4.364,7,-19,18
4.365,8,-17,19
4.366,9,-12,20
4.367,12,-5,21
4.368,14,1,22
4.369,15,3,23
4.370,16,6,24
4.371,17,6,24
4.372,17,7,25
4.373,18,7,25
4.374,18,8,25
4.375,19,9,27
4.376,19,8,26
4.377,18,7,26
4.378,17,5,25
4.379,16,3,25
4.380,13,-5,23
4.381,15,0,25
4.382,17,2,27
4.383,19,5,29
4.384,21,7,31
4.385,23,9,32
4.386,21,8,30
4.387,19,6,28
4.388,17,4,26
4.389,15,3,24
4.390,14,1,22
4.391,12,-2,21
4.392,12,-2,21
4.393,14,2,22
4.394,14,1,22
4.395,13,0,22
4.396,15,3,23
4.397,16,5,24
4.398,18,7,25
4.399,19,9,27
4.400,20,10,28
4.401,17,5,26
4.402,20,10,28
4.403,20,9,28
4.404,18,7,27
4.405,18,7,27
4.406,19,7,27
4.407,19,8,27
4.408,18,6,27
4.409,19,6,27
4.410,19,7,28
4.411,15,0,25
4.412,14,-5,25
4.413,11,-16,23
4.414,8,-26,22
4.415,4,-37,20
4.416,8,-26,22
4.417,12,-16,24
4.418,15,-6,26
4.419,18,2,28
4.420,19,6,29
4.421,21,8,30
4.422,22,10,31
4.423,23,12,31
4.424,22,11,31
4.425,22,10,31
4.426,24,14,32
4.427,23,13,31
4.428,21,11,29
4.429,20,10,28
4.430,20,9,28
4.431,20,9,29
4.432,19,6,29
4.433,19,3,30
4.434,20,1,32
4.435,19,-7,33
4.436,18,-6,30
4.437,16,-5,28
4.438,14,-6,25
4.439,12,-7,22
4.440,10,-7,20
4.441,12,-7,21
4.442,14,-3,24
4.443,17,2,27
4.444,18,1,29
4.445,19,1,31
4.446,16,-9,28
4.447,18,0,29
4.448,17,1,28
4.449,16,0,27
4.450,17,2,26
4.451,17,2,27
4.452,19,4,29
4.453,20,5,30
4.454,21,6,31
4.455,22,8,33
4.456,22,7,32
4.457,22,8,32
4.458,23,9,33
4.459,23,11,33
4.460,23,11,32
4.461,23,11,32
4.462,23,12,32
4.463,23,12,31
4.464,22,11,31
4.465,22,11,30
4.466,22,11,30
4.467,22,12,30
4.468,22,12,30
4.469,19,7,28
4.470,22,12,29
4.471,19,7,28
4.472,18,5,27
4.473,17,3,26
4.474,16,1,26
4.475,15,-3,25
4.476,15,-2,25
4.477,16,-2,26
4.478,16,-1,27
4.479,16,-4,27
4.480,17,1,28
4.481,17,0,28
4.482,17,2,27
4.483,17,2,27
4.484,17,3,27
4.485,17,3,26
4.486,15,1,24
4.487,13,-5,22
4.488,10,-11,21
4.489,7,-18,18
4.490,4,-24,16
4.491,4,-24,16
4.492,1,-31,14
4.493,3,-23,15
4.494,-4,-36,12
4.495,-7,-40,11
4.496,0,-35,14
4.497,3,-28,16
4.498,6,-22,18
4.499,9,-15,20
4.500,11,-10,21
4.501,12,-6,22
4.502,12,-8,22
4.503,12,-7,22
4.504,13,-6,23
4.505,13,-5,23
4.506,15,0,24
4.507,16,3,26
4.508,14,-5,24
4.509,18,6,27
4.510,21,11,29
4.511,21,11,29
4.512,16,1,26
4.513,19,7,28
4.514,18,6,27
4.515,19,8,27
4.516,19,6,28
4.517,20,7,29
4.518,21,9,30
4.519,22,10,31
4.520,22,11,31
4.521,22,11,31
4.522,23,12,31
4.523,22,12,30
4.524,21,10,30
4.525,21,10,29
4.526,20,8,28
4.527,19,6,28
4.528,19,5,28
4.529,17,4,27
4.530,17,2,26
4.531,16,0,27
4.532,17,-2,28
4.533,16,-9,29
4.534,12,-32,28
4.535,16,-21,31
4.536,17,-14,31
4.537,19,-5,32
4.538,20,2,31
4.539,21,6,32
4.540,21,8,31
4.541,21,8,30
4.542,21,9,30
4.543,21,10,29
4.544,20,10,28
4.545,21,11,28
4.546,20,9,28
4.547,19,8,27
4.548,19,6,28
4.549,18,4,28
4.550,18,1,28
4.551,17,2,27
4.552,17,3,27
4.553,17,4,26
4.554,17,5,26
4.555,18,6,26
4.556,16,3,25
4.557,13,-8,23
4.558,13,-10,23
4.559,11,-16,23
4.560,9,-24,22
4.561,7,-31,21
4.562,7,-33,22
4.563,8,-32,23
4.564,6,-40,22
4.565,6,-39,23
4.566,5,-44,23
4.567,7,-40,23
4.568,8,-37,24
4.569,9,-33,25
4.570,11,-30,26
4.571,8,-34,24
4.572,6,-37,21
4.573,3,-40,19
4.574,-3,-49,16
4.575,-4,-47,15
4.576,2,-37,17
4.577,3,-31,17
4.578,6,-25,18
4.579,3,-33,17
4.580,10,-11,20
4.581,9,-15,20
4.582,8,-16,20
4.583,8,-17,20
4.584,8,-18,20
4.585,8,-18,20
